SentenceRef,CorrectedSentence,RawSentence,TokensInSentence,EditsInSentence,EqualsInSentence,Insertions,Deletions,Replacements,CorrectBeginning,CorrectEnding,InputQuality
BBCMHJPT_s000,There once was a girl called lilly she had pet horse they went for walk oh no she said we are lost what should we do.,There once was a girl called lilly she had pet horse they went for walk oh no she said we are lost what should we do.,27,0,27,0,0,0,1.0,1,ok
BBCMHJPT_s001,They finaly got home YAAAYwe are home that was a long trip lest' s go to bed now the horse said why you can talk lilly said.,They finaly got home YAAAYwe are home that was a long trip lest' s go to bed now the horse said why you can talk lilly said.,29,0,29,0,0,0,1.0,1,ok
BBKBYNDW_s000,Wrire a narrative story abouta search for some thing.,wrire a narrative story abouta search for some thing.,10,0,10,0,0,0,0.0,1,ok
BBKBYNDW_s001,your story could be about a plaace or a searck for an obj ect.,your story could be about a plaace or a searck for an obj ect.,15,0,15,0,0,0,0.0,1,ok
BBKBYNDW_s002,lt could be you can what happens if it isn own idea adout a search for something.,lt could be you can what happens if it isn own idea adout a search for something.,18,0,18,0,0,0,0.0,1,ok
BBKBYNDW_s003,information orbs WH.,information orbs WH,4,1,3,1,0,0,0.0,0,ok
BBRWTLYV_s000,"The Failed Submarine I had always wanted go on a submarine, especially a Sub 2, a type of submarine that has every thing you can think of.","The Failed Submarine I had always wanted go on a submarine, especially a Sub 2, a type of submarine that has every thing you can think of.",30,0,30,0,0,0,1.0,1,ok
BBRWTLYV_s001,"Floating chairs, luxurious king sized beds, rooms as large as a house, those were all average features on a Sub 2.","Floating chairs, luxurious king sized beds, rooms as large as a house, those were all average features on a Sub 2.",25,0,25,0,0,0,1.0,1,ok
BBRWTLYV_s002,But the major problem was the' bargain' price.,But the major problem was the' bargain' price.,11,0,11,0,0,0,1.0,1,ok
BBRWTLYV_s003,It was only about a few thousand dollars a night to go on an underwater and moving' hotel'.,It was only about a few thousand dollars a night to go on an underwater and moving' hotel'.,21,0,21,0,0,0,1.0,1,ok
BBRWTLYV_s004,But that became possible after we got an email from the NSW Lotteries giving us a few million dollars after we won.,But that became possible after we got an email from the NSW Lotteries giving us a few million dollars after we won.,23,0,23,0,0,0,1.0,1,ok
BBRWTLYV_s005,"The first thing I did was persuade my mum into going on a Sub 2 trip for a few nights, and she, at last, reluctantly agreed to go on a few nights around Australia.","The first thing I did was persuade my mum into going on a Sub 2 trip for a few nights, and she, at last, reluctantly agreed to go on a few nights around Australia.",38,0,38,0,0,0,1.0,1,ok
BBRWTLYV_s006,"Hopes high, I boarded the luxury submarine, and the first thing my family and I did was go to the dining room.","Hopes high, I boarded the luxury submarine, and the first thing my family and I did was go to the dining room.",25,0,25,0,0,0,1.0,1,ok
BBRWTLYV_s007,We sat on floating recliners and ate pricey food made by a private chef on a floating table the size of a bus.,We sat on floating recliners and ate pricey food made by a private chef on a floating table the size of a bus.,24,0,24,0,0,0,1.0,1,ok
BBRWTLYV_s008,But the highlight of the trip around Australia was the rooms we had booked for rooms for the journey.,But the highlight of the trip around Australia was the rooms we had booked for rooms for the journey.,20,0,20,0,0,0,1.0,1,ok
BBRWTLYV_s009,"The door was unlocked by Face ID, and we were greated to a spectacular dining room with an underwater view.","The door was unlocked by Face ID, and we were greated to a spectacular dining room with an underwater view.",22,0,22,0,0,0,1.0,1,ok
BBRWTLYV_s010,"As we plonked down onto the hovering king - sized beds, the boat stopped gliding through the ocean like a knife.","As we plonked down onto the hovering king - sized beds, the boat stopped gliding through the ocean like a knife.",23,0,23,0,0,0,1.0,1,ok
BBRWTLYV_s011,"Assuming that it was normal, we started jumping on the bed.","Assuming that it was normal, we started jumping on the bed.",13,0,13,0,0,0,1.0,1,ok
BBRWTLYV_s012,"Suddenly, disaster struck, like lightening to a tree.","Suddenly, disaster struck, like lightening to a tree.",11,0,11,0,0,0,1.0,1,ok
BBRWTLYV_s013,The glass pane that gave us an underwater view cracked like hammer to a rice cracker.,The glass pane that gave us an underwater view cracked like hammer to a rice cracker.,17,0,17,0,0,0,1.0,1,ok
BBRWTLYV_s014,Pools of water rushed into the immense room as the waves pushed against us without mercy.,Pools of water rushed into the immense room as the waves pushed against us without mercy.,17,0,17,0,0,0,1.0,1,ok
BBRWTLYV_s015,"We paddled out the window, and for a vertiginous moment, my family and I felt like drowning as we realised we were about a hundred meters below sea level, but the moment left as soon as it had come.","We paddled out the window, and for a vertiginous moment, my family and I felt like drowning as we realised we were about a hundred meters below sea level, but the moment left as soon as it had come.",43,0,43,0,0,0,1.0,1,ok
BBRWTLYV_s016,"I kicked my legs as brutally as I could, one hand paddling and the other clutched onto Mum.","I kicked my legs as brutally as I could, one hand paddling and the other clutched onto Mum.",20,0,20,0,0,0,1.0,1,ok
BBRWTLYV_s017,"At last, I broke free of the nightmare and I was inhaling lungfulls of fresh, salty air, overwhelmed to be at the surface rather than the bottom.","At last, I broke free of the nightmare and I was inhaling lungfulls of fresh, salty air, overwhelmed to be at the surface rather than the bottom.",31,0,31,0,0,0,1.0,1,ok
BBRWTLYV_s018,But it wasn' t over.,But it wasn' t over.,7,0,7,0,0,0,1.0,1,ok
BBRWTLYV_s019,We were still hundreds of meters away from a sandy shore.,We were still hundreds of meters away from a sandy shore.,12,0,12,0,0,0,1.0,1,ok
BBRWTLYV_s020,"I paddled for hours, my thigh and arms screaming at my head in pain.","I paddled for hours, my thigh and arms screaming at my head in pain.",16,0,16,0,0,0,1.0,1,ok
BBRWTLYV_s021,My family was in the same boat as me as Mum just decided to glide smoothly through the cool water.,My family was in the same boat as me as Mum just decided to glide smoothly through the cool water.,21,0,21,0,0,0,1.0,1,ok
BBRWTLYV_s022,"After a few hours of breathing and kicking and breathing and kicking, a familiar beach came in site.","After a few hours of breathing and kicking and breathing and kicking, a familiar beach came in site.",20,0,20,0,0,0,1.0,1,ok
BBRWTLYV_s023,It was Bondi.,It was Bondi.,4,0,4,0,0,0,1.0,1,ok
BBRWTLYV_s024,"I was fulled to the brim of joy, and I paddked hard with the strength I suddenly knew I had.","I was fulled to the brim of joy, and I paddked hard with the strength I suddenly knew I had.",22,0,22,0,0,0,1.0,1,ok
BBRWTLYV_s025,I stood like a hero.,I stood like a hero.,6,0,6,0,0,0,1.0,1,ok
BBRWTLYV_s026,"I wanted to fell the highest spruce and strip it and trim it clean with my bare hands with the strength I knew I had, before collapsing in pools of tears.","I wanted to fell the highest spruce and strip it and trim it clean with my bare hands with the strength I knew I had, before collapsing in pools of tears.",33,0,33,0,0,0,1.0,1,ok
BCDVWQDF_s000,"The diamond ring Emmy was just having breakfast at home when she picked up the newspaper, she read it.","The diamond ring Emmy was just having breakfast at home when she picked up the newspaper, she read it.",21,0,21,0,0,0,1.0,1,ok
BCDVWQDF_s001,Diamond ring for 5000 million dollars.,Diamond ring for 5000 million dollars.,7,0,7,0,0,0,1.0,1,ok
BCDVWQDF_s002,Emmy immediatly jumped.,Emmy immediatly jumped.,4,0,4,0,0,0,1.0,1,ok
BCDVWQDF_s003,"""If I sell the diamond ring I' ll be so rich!","""If I sell the diamond ring I' ll be so rich!",14,0,14,0,0,0,1.0,1,ok
BCDVWQDF_s004,"""said Emmy.","""said Emmy.",4,0,4,0,0,0,0.0,1,ok
BCDVWQDF_s005,So the search began Emmy searched all the stores.,So the search began Emmy searched all the stores.,10,0,10,0,0,0,1.0,1,ok
BCDVWQDF_s006,Until she came across a jewelery store with fancy jewels.,Until she came across a jewelery store with fancy jewels.,11,0,11,0,0,0,1.0,1,ok
BCDVWQDF_s007,She looked through the window and she saw the diamond ring.,She looked through the window and she saw the diamond ring.,12,0,12,0,0,0,1.0,1,ok
BCDVWQDF_s008,She went inside the store pretending to be a customer.,She went inside the store pretending to be a customer.,11,0,11,0,0,0,1.0,1,ok
BCDVWQDF_s009,"Emmy was so close to the diamond ring when she went close enough to almost reach it, an alarm went off.","Emmy was so close to the diamond ring when she went close enough to almost reach it, an alarm went off.",23,0,23,0,0,0,1.0,1,ok
BCDVWQDF_s010,Emmy ran out the store as quickly as she could but all the doors and windows started closing.,Emmy ran out the store as quickly as she could but all the doors and windows started closing.,19,0,19,0,0,0,1.0,1,ok
BCDVWQDF_s011,Then the police came in.,Then the police came in.,6,0,6,0,0,0,1.0,1,ok
BCDVWQDF_s012,"""Stop thief!","""Stop thief!",4,0,4,0,0,0,1.0,1,ok
BCDVWQDF_s013,"""they screamed.","""they screamed.",4,0,4,0,0,0,0.0,1,ok
BCDVWQDF_s014,Emmy decided to break the door down so she broke the door down and escaped.,Emmy decided to break the door down so she broke the door down and escaped.,16,0,16,0,0,0,1.0,1,ok
BCDVWQDF_s015,The police chased her.,The police chased her.,5,0,5,0,0,0,1.0,1,ok
BCDVWQDF_s016,The police were right on her tail she still ran at full speed even though she was really tired.,The police were right on her tail she still ran at full speed even though she was really tired.,20,0,20,0,0,0,1.0,1,ok
BCDVWQDF_s017,The police however didn' t give up they kept chasing her.,The police however didn' t give up they kept chasing her.,13,0,13,0,0,0,1.0,1,ok
BCDVWQDF_s018,Emmy came across a corner and she turned the police however didn' t see the turn and they just sped past the corner.,Emmy came across a corner and she turned the police however didn' t see the turn and they just sped past the corner.,25,0,25,0,0,0,1.0,1,ok
BCDVWQDF_s019,So Emmy however managed to escape.,So Emmy however managed to escape.,7,0,7,0,0,0,1.0,1,ok
BCDVWQDF_s020,She still wanted the diamond ring but all the trama that she went through today just to steal the diamond ring she didn' t want the sort of intencity again so she quit stealing and just went to have lunch.,She still wanted the diamond ring but all the trama that she went through today just to steal the diamond ring she didn' t want the sort of intencity again so she quit stealing and just went to have lunch.,42,0,42,0,0,0,1.0,1,ok
BCXSFTWC_s000,If you are locking for a dimiens go to most diming most dimiens it will tack abort 2 days and will ayiss and mabbing will tack 2 wecks if you are luck and most liy tack for ayissits the bist idere and do not git my stared with the ufvor was to fined dimiens im dun telling.,If you are locking for a dimiens go to most diming most dimiens it will tack abort 2 days and will ayiss and mabbing will tack 2 wecks if you are luck and most liy tack for ayissits the bist idere and do not git my stared with the ufvor was to fined dimiens im dun telling.,58,0,58,0,0,0,1.0,1,ok
BGRRHYPQ_s000,The story about the boy that was on a search for a moon rock Once upon a time there was a boy who really wanted to go to the moon to collect a moon rock but he just didn' t know how.,the story about the boy that was on a search for a moon rock Once upon a time there was a boy who really wanted to go to the moon to collect a moon rock but he just didn' t know how.,44,0,44,0,0,0,0.0,1,ok
BGRRHYPQ_s001,"He asked his mum, dad, sister and brother but they all just said to go to a space station.","He asked his mum, dad, sister and brother but they all just said to go to a space station.",22,0,22,0,0,0,1.0,1,ok
BGRRHYPQ_s002,Eventually he listened to them he went to SYDNEY space station but they said he' s to young for he was 9 and you had to be at least 18 to go on a space mission but he wouldn' t give up he asked all his friends and extended family but they just said the same as his family.,Eventually he listened to them he went to SYDNEY space station but they said he' s to young for he was 9 and you had to be at least 18 to go on a space mission but he wouldn' t give up he asked all his friends and extended family but they just said the same as his family.,62,0,62,0,0,0,1.0,1,ok
BGRRHYPQ_s003,He told them he tried that but they said he couldn' t his friends and family didn' t know what to tell him.,He told them he tried that but they said he couldn' t his friends and family didn' t know what to tell him.,26,0,26,0,0,0,1.0,1,ok
BGRRHYPQ_s004,The boy spent days researching how he could go to the moon.,The boy spent days researching how he could go to the moon.,13,0,13,0,0,0,1.0,1,ok
BGRRHYPQ_s005,Most of the things he found were just space stations in different countries or just SYDNEY space station.,Most of the things he found were just space stations in different countries or just SYDNEY space station.,19,0,19,0,0,0,1.0,1,ok
BGRRHYPQ_s006,he considered just waiting until he was 18 but one part of him told him to keep going and he listened to that part so he asking more and more people until finally sombody told him something different he told him to go to SYDNEY space stations website and buy one hundred dollar tickets for the special kids ride.,he considered just waiting until he was 18 but one part of him told him to keep going and he listened to that part so he asking more and more people until finally sombody told him something different he told him to go to SYDNEY space stations website and buy one hundred dollar tickets for the special kids ride.,60,0,60,0,0,0,0.0,1,ok
BGRRHYPQ_s007,So he begged his mum and dad until finally they bought him the tickets and after a two hour journey he made it to the moon and brought back a moon rock.,So he begged his mum and dad until finally they bought him the tickets and after a two hour journey he made it to the moon and brought back a moon rock.,33,0,33,0,0,0,1.0,1,ok
BGRRHYPQ_s008,He was so excited and thankful that his mum and dad bought him the ticket that he hugged them for a whole hour.,He was so excited and thankful that his mum and dad bought him the ticket that he hugged them for a whole hour.,24,0,24,0,0,0,1.0,1,ok
BGZZHTXS_s000,"""Goodbye Dad, don' t forget to get me the manual"" Marcus said to his father, oblivious to the fact this might be the last time he will ever get the chance to talk to his father.","""Goodbye Dad, don' t forget to get me the manual"" Marcus said to his father, oblivious to the fact this might be the last time he will ever get the chance to talk to his father.",42,0,42,0,0,0,1.0,1,ok
BGZZHTXS_s001,"His father was an older gentlemen, a mechanic but he was the only breadwinner of the family.","His father was an older gentlemen, a mechanic but he was the only breadwinner of the family.",19,0,19,0,0,0,1.0,1,ok
BGZZHTXS_s002,He would frequently go to west germany because business was significantly better there.,He would frequently go to west germany because business was significantly better there.,14,0,14,0,0,0,1.0,1,ok
BGZZHTXS_s003,"The sun shone over Marcus' s face but it was too cold to get out of bed, the breeze shook his window vigirously, but exicted to see the new Manual his father had brought home, he got out of bed, got changed and went downstairs.","The sun shone over Marcus' s face but it was too cold to get out of bed, the breeze shook his window vigirously, but exicted to see the new Manual his father had brought home, he got out of bed, got changed and went downstairs.",51,0,51,0,0,0,1.0,1,ok
BGZZHTXS_s004,"""Where' s pa?","""Where' s pa?",6,0,6,0,0,0,1.0,1,ok
BGZZHTXS_s005,"""Marcus uttered, growing worried as his dad is never late.","""Marcus uttered, growing worried as his dad is never late.",13,0,13,0,0,0,1.0,1,ok
BGZZHTXS_s006,"His mother did not respond and so he asked again"" Where' s pa?","His mother did not respond and so he asked again"" Where' s pa?",16,0,16,0,0,0,1.0,1,ok
BGZZHTXS_s007,"""growing louder and more anxious each time, his mother' s response never changed.","""growing louder and more anxious each time, his mother' s response never changed.",17,0,17,0,0,0,0.0,1,ok
BGZZHTXS_s008,"He peeked out of his window and he saw tanks, soliders and most importantly a huge wall dividing the west and the east.","He peeked out of his window and he saw tanks, soliders and most importantly a huge wall dividing the west and the east.",25,0,25,0,0,0,1.0,1,ok
BGZZHTXS_s009,"He ran around the wall for hours scouring for his father, but when he found him, he was just out of reach.","He ran around the wall for hours scouring for his father, but when he found him, he was just out of reach.",25,0,25,0,0,0,1.0,1,ok
BGZZHTXS_s010,"Marcus ran home and told his mother that he saw his father, but when Marcus' s mother saw his father it was too much for her to bare, she tried to run and she was shot dead like a dog, like something without emotions, feelings, people that she cares for or a life.","Marcus ran home and told his mother that he saw his father, but when Marcus' s mother saw his father it was too much for her to bare, she tried to run and she was shot dead like a dog, like something without emotions, feelings, people that she cares for or a life.",60,0,60,0,0,0,1.0,1,ok
BGZZHTXS_s011,"Marcus' s life changed in mere hours, from living with a father and a mother in a warm, loving, caring home to being an orphan stranded by himself.","Marcus' s life changed in mere hours, from living with a father and a mother in a warm, loving, caring home to being an orphan stranded by himself.",33,0,33,0,0,0,1.0,1,ok
BGZZHTXS_s012,"He took a cart and collected plastic, sold the plastic and did so to earn food to eat, but that was not the life Marcus wanted, had worked for.","He took a cart and collected plastic, sold the plastic and did so to earn food to eat, but that was not the life Marcus wanted, had worked for.",33,0,33,0,0,0,1.0,1,ok
BGZZHTXS_s013,During his walks looking for plastic he had realised that the bank rose above all and it was closest to the wall.,During his walks looking for plastic he had realised that the bank rose above all and it was closest to the wall.,23,0,23,0,0,0,1.0,1,ok
BGZZHTXS_s014,It was his ticket to freedom but Marcus could not afford to even enter the bank.,It was his ticket to freedom but Marcus could not afford to even enter the bank.,17,0,17,0,0,0,1.0,1,ok
BGZZHTXS_s015,"Marcus loved everything to do with flying, from paper airplanes to helicopters and everything in between like gliders.","Marcus loved everything to do with flying, from paper airplanes to helicopters and everything in between like gliders.",20,0,20,0,0,0,1.0,1,ok
BGZZHTXS_s016,So he saved some of the plastic slowly building a ladder that can be folded small enough to be concleaed at night but big enough to break into the bank' s windows.,So he saved some of the plastic slowly building a ladder that can be folded small enough to be concleaed at night but big enough to break into the bank' s windows.,34,0,34,0,0,0,1.0,1,ok
BGZZHTXS_s017,"The bank was a tall but thin building and only the first two floors were utilised, if he could get to the third floor then he could get to the top, and that he did.","The bank was a tall but thin building and only the first two floors were utilised, if he could get to the third floor then he could get to the top, and that he did.",38,0,38,0,0,0,1.0,1,ok
BGZZHTXS_s018,"He created a glider, put it on, jumped to the west dodging all soliders and ran to his father and they all lived happily ever after.","He created a glider, put it on, jumped to the west dodging all soliders and ran to his father and they all lived happily ever after.",29,0,29,0,0,0,1.0,1,ok
BHLQHBRW_s000,"The search"" Come on kids, let me tell you the story of the day I went to Mars in search of the most rare item in the universe,"" Martha Herry said as she tucked her children into bed.","The search"" Come on kids, let me tell you the story of the day I went to Mars in search of the most rare item in the universe,"" Martha Herry said as she tucked her children into bed.",43,0,43,0,0,0,1.0,1,ok
BHLQHBRW_s001,"""This is one long story.","""This is one long story.",7,0,7,0,0,0,1.0,1,ok
BHLQHBRW_s002,.,.,1,0,1,0,0,0,,1,ok
BHLQHBRW_s003,.,.,1,0,1,0,0,0,,1,ok
BHLQHBRW_s004,"""It was March 19th, 3202.","""It was March 19th, 3202.",8,0,8,0,0,0,1.0,1,ok
BHLQHBRW_s005,"Everyone had to evacuate Earth due to the shortage of air, but the only other planet with enough air to sustain the human race was covered in hostile alien creatures.","Everyone had to evacuate Earth due to the shortage of air, but the only other planet with enough air to sustain the human race was covered in hostile alien creatures.",32,0,32,0,0,0,1.0,1,ok
BHLQHBRW_s006,"Sure the terms' alien' and' creature' were a little outdated for most people, but it was the only way you could describe those horrifying creatures.","Sure the terms' alien' and' creature' were a little outdated for most people, but it was the only way you could describe those horrifying creatures.",31,0,31,0,0,0,1.0,1,ok
BHLQHBRW_s007,"They had a long, thin, parchment white body.","They had a long, thin, parchment white body.",11,0,11,0,0,0,1.0,1,ok
BHLQHBRW_s008,"The more private areas of their bodies were covered in long, thick, black tenticeles which had a second use; to strangle and tear apart their prey.","The more private areas of their bodies were covered in long, thick, black tenticeles which had a second use; to strangle and tear apart their prey.",30,0,30,0,0,0,1.0,1,ok
BHLQHBRW_s009,No one could ever hope to find peace with these creatures.,No one could ever hope to find peace with these creatures.,12,0,12,0,0,0,1.0,1,ok
BHLQHBRW_s010,"Except, of course, one particular item which could make them peaceful.","Except, of course, one particular item which could make them peaceful.",14,0,14,0,0,0,1.0,1,ok
BHLQHBRW_s011,"However, it was lost centuries ago, and its existence was only found recently.","However, it was lost centuries ago, and its existence was only found recently.",16,0,16,0,0,0,1.0,1,ok
BHLQHBRW_s012,"I, however, Martha Herry, was put to the task of locating this object and saving mankind!","I, however, Martha Herry, was put to the task of locating this object and saving mankind!",20,0,20,0,0,0,1.0,1,ok
BHLQHBRW_s013,The object was described in an ancient scroll found by one of the few survivors who were sent to the aliens' home planet.,The object was described in an ancient scroll found by one of the few survivors who were sent to the aliens' home planet.,25,0,25,0,0,0,1.0,1,ok
BHLQHBRW_s014,"As I was in the high - tech, military grade spaceship to the center planet in the solar system, I looked through the scroll to decipher it and figure out which planet we had to go to.","As I was in the high - tech, military grade spaceship to the center planet in the solar system, I looked through the scroll to decipher it and figure out which planet we had to go to.",40,0,40,0,0,0,1.0,1,ok
BHLQHBRW_s015,"Of course, I was not doing it alone.","Of course, I was not doing it alone.",10,0,10,0,0,0,1.0,1,ok
BHLQHBRW_s016,"I had team of people working beside me; Jules, Amelia, Peter, Jack, and Esmerelda.","I had team of people working beside me; Jules, Amelia, Peter, Jack, and Esmerelda.",20,0,20,0,0,0,1.0,1,ok
BHLQHBRW_s017,"My team quickly deciphered almost all of the scroll, with the only part that we couldn' t figure out being a single sentence at the end, which was written in a completely different cipher to the rest of the scroll.","My team quickly deciphered almost all of the scroll, with the only part that we couldn' t figure out being a single sentence at the end, which was written in a completely different cipher to the rest of the scroll.",44,0,44,0,0,0,1.0,1,ok
BHLQHBRW_s018,"However, we didn' t think much of it, as we were already far too excited to be going to the planet with the unknown object already.","However, we didn' t think much of it, as we were already far too excited to be going to the planet with the unknown object already.",30,0,30,0,0,0,1.0,1,ok
BHLQHBRW_s019,"We soon arrived at Magmatrella, the 7th hottest planet in the solar system ( this is because it is extremely close to a blue sun).","We soon arrived at Magmatrella, the 7th hottest planet in the solar system ( this is because it is extremely close to a blue sun).",28,0,28,0,0,0,1.0,1,ok
BHLQHBRW_s020,The team quickly geared up and headed outside.,The team quickly geared up and headed outside.,9,0,9,0,0,0,1.0,1,ok
BHLQHBRW_s021,"""How hard was it to put on the helmet if you have so much ginger hair, mum?","""How hard was it to put on the helmet if you have so much ginger hair, mum?",20,0,20,0,0,0,1.0,1,ok
BHLQHBRW_s022,"""Andrew asked curiously.","""Andrew asked curiously.",5,0,5,0,0,0,1.0,1,ok
BHLQHBRW_s023,"""She probably tied it up, stupid,"" Angela hissed at her younger brother.","""She probably tied it up, stupid,"" Angela hissed at her younger brother.",17,0,17,0,0,0,1.0,1,ok
BHLQHBRW_s024,"""Hey, no fighting,"" I said disapprovingly.","""Hey, no fighting,"" I said disapprovingly.",11,0,11,0,0,0,1.0,1,ok
BHLQHBRW_s025,"""Anyway, on with the story.","""Anyway, on with the story.",8,0,8,0,0,0,1.0,1,ok
BHLQHBRW_s026,.,.,1,0,1,0,0,0,,1,ok
BHLQHBRW_s027,.,.,1,0,1,0,0,0,,1,ok
BHLQHBRW_s028,"""Peter followed the small map on the scroll and the rest of us followed him.","""Peter followed the small map on the scroll and the rest of us followed him.",17,0,17,0,0,0,1.0,1,ok
BHLQHBRW_s029,We soon arrived at a temple that was hidden underneath the space.,We soon arrived at a temple that was hidden underneath the space.,13,0,13,0,0,0,1.0,1,ok
BHLQHBRW_s030,"""How have the explorers never found this place?","""How have the explorers never found this place?",10,0,10,0,0,0,1.0,1,ok
BHLQHBRW_s031,"""Esmerelda wondered aloud.","""Esmerelda wondered aloud.",5,0,5,0,0,0,1.0,1,ok
BHLQHBRW_s032,"""Do you think -"" Her question was cut short with a scream as long black tenticle protruded from her stomach.","""Do you think -"" Her question was cut short with a scream as long black tenticle protruded from her stomach.",23,0,23,0,0,0,1.0,1,ok
BHLQHBRW_s033,Another tenticle wrapped itself around her head as it slowly crushed it.,Another tenticle wrapped itself around her head as it slowly crushed it.,13,0,13,0,0,0,1.0,1,ok
